,file,Genotype,channel,params,slope,threshold,y_min,y_max,range,sigma,r_squared,gain,Subject,group
364,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3,KO,1,[58.12003415 15.85447127 15.21276701 13.40330483],2.3010556883917843,15.85447127457195,13.403304827204723,71.52333897722063,5.336246537648649,15.212767008936734,0.9338332947797551,58.12003415001591,8,8_1_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3
365,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3,KO,2,[58.12003415 15.85447127 15.21276701 13.40330483],2.3010556883917843,15.85447127457195,13.403304827204723,71.52333897722063,5.336246537648649,15.212767008936734,0.9338332947797551,58.12003415001591,8,8_2_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3
367,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3,KO,4,[59.00994658 15.87658291 14.71708276 13.82417977],2.4257555448770063,15.876582912943158,13.824179770374299,72.83412634684623,5.268603820020651,14.717082757310338,0.8174932570390825,59.00994657647193,8,8_4_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3
368,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3,KO,5,[55.94643989 16.15195189 14.37231544 12.59410639],2.3608559345689173,16.151951885994457,12.594106392546786,68.54054628668352,5.442271499885528,14.372315443628821,0.8428652679747594,55.94643989413674,8,8_5_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3
373,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3,KO,12,[62.58528803 15.77101217 15.15947067 10.90374342],2.4855614164209783,15.771012168804338,10.903743416755683,73.48903144269703,6.739798309062106,15.159470672130954,0.8674978545857207,62.585288025941345,8,8_12_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3
374,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3,KO,13,[55.37498359 17.23054182 13.61394953 13.8545585 ],2.429512455748295,17.23054182320346,13.854558496992578,69.229542083409,4.996878254795107,13.613949534089766,0.8575149551465322,55.37498358641642,8,8_13_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3
375,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3,KO,14,[52.69978875 18.24783964 11.81195467 11.06320923],2.360699444992065,18.247839643648245,11.0632092290685,63.762997974686456,5.763517317122563,11.811954667378792,0.8430960381982971,52.69978874561796,8,8_14_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3
376,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3,KO,15,[56.07290108 15.00090818 16.96560358 16.88859657],1.8906352380554379,15.000908182145988,16.888596574691736,72.96149765342703,4.320163450571308,16.96560357632522,0.9188520188984042,56.0729010787353,8,8_15_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3
377,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3,KO,16,[56.50498366 16.57769954 14.18027088  9.6323985 ],2.4139045144977445,16.577699539686467,9.632398497821004,66.1373821565283,6.866138498265991,14.180270880362944,0.8428580566310726,56.5049836587073,8,8_16_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410B/Block-3
378,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3,KO,1,[48.58434938  8.47352198 18.60964507  6.64135898],0.8667695201580726,8.473521975369048,6.641358980345731,55.22570835979348,8.315422871015862,18.609645073406984,0.8653380236967709,48.58434937944775,8,8_1_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3
379,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3,KO,2,[44.30605013  8.5827103  19.85860863  6.06288281],0.7097519851839705,8.582710295647205,6.062882812211254,50.36893294285791,8.307753011720733,19.85860863300834,0.785770497280402,44.30605013064665,8,8_2_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3
380,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3,KO,3,[39.57748859  9.34047988 11.30494039 16.91323631],1.8823438022508296,9.340479883739313,16.91323631457933,56.49072490078242,3.340030485595889,11.304940394264333,0.8833150927413033,39.57748858620309,8,8_3_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3
381,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3,KO,4,[36.08786972 13.46097126 20.25116796  4.70221744],0.8579986662482496,13.460971256084072,4.702217440625453,40.79008716129795,8.67464928543848,20.251167958509434,0.5279890505976574,36.087869720672494,8,8_4_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3
382,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3,KO,5,[40.29401736 12.08903402 21.00373343  2.806369  ],0.8195287730217159,12.089034016909164,2.8063690022597143,43.10038636389463,15.35806101378322,21.00373343260994,0.563043081282091,40.294017361634914,8,8_5_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3
385,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3,KO,11,[36.62450467  8.74560659  7.52163701 11.8927263 ],2.944107922076,8.745606588641449,11.892726298265561,48.517230967106244,4.079571811400554,7.521637010556625,0.8403455142830027,36.624504668840686,8,8_11_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3
386,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3,KO,12,[42.21756856 12.83208591 18.55672884  6.36024174],1.1226389993623798,12.832085913923194,6.360241735372537,48.577810291919434,7.637730185906856,18.556728844472225,0.6430341245179124,42.217568556546894,8,8_12_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3
388,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3,KO,14,[46.88608102  6.82040877 16.32188004  7.53532312],0.8377541561799261,6.82040876571834,7.535323116115006,54.42140413947379,7.222172599750691,16.321880038590322,0.8479898640142074,46.886081023358784,8,8_14_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3
389,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3,KO,15,[46.50778364 13.4281276  16.37718887  9.76339895],1.5605201994617344,13.428127599933417,9.76339894915159,56.27118258783075,5.763482869121163,16.37718887144998,0.7185781799579553,46.50778363867916,8,8_15_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3
390,/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3,KO,16,[43.50004493  8.64900217 19.94510475  8.59725903],0.6913527897722814,8.64900216944515,8.597259026084279,52.09730395431103,6.059757394333081,19.945104745359025,0.8252367048304833,43.50004492822675,8,8_16_/media/auerbach1/Auerbach_HD_WG/Fmr1 SD Tanks/KO/BA180410C/Block-3
